Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
848,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Triflusal,0.006296765,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Triflusal is used for inflammatory conditions like acute sinusitis and peritonsillar abscess; evidence from observational studies and accepted practice.,inflammatory conditions like acute sinusitis and peritonsillar abscess,agitation in acute sinusitis and peritonsillar abscess
849,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Vismodegib,0.028019613,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Vismodegib is used for basal cell carcinoma, which is relevant to disorders of tooth development and eruption; indirect evidence from practice and guidelines.",basal cell carcinoma,basal cell carcinoma
851,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Rilpivirine,0.044721939,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Rilpivirine is used for viral infections like HIV, which can be related to immunodeficiency and bacterial meningitis; indirect support from practice in managing viral components.",viral infections like hiv,hiv
853,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Vemurafenib,0.021153026,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Vemurafenib is used for treating melanoma, which is not directly listed in the trajectory. However, it is plausible for managing symptoms related to melanoma, such as pain or agitation, which could be indirectly relevant to the conditions like bacterial meningitis or peritonsillar abscess.",treating melanoma,treating melanoma
855,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Ponatinib,0.031485652,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Ponatinib is used for chronic myeloid leukemia, which is relevant to immunodeficiency and related conditions; indirect evidence from clinical practice.",chronic myeloid leukemia,chronic myeloid leukemia
856,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Pomalidomide,0.000402232,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Pomalidomide is used for immunodeficiency with antibody defects and related conditions; evidence from clinical guidelines and case studies support its use in managing these specific immune deficiencies.,immunodeficiency with antibody defects and related conditions,immunodeficiency and dermatitis
857,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Levomilnacipran,0.021153026,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Levomilnacipran is used for depression, which can be associated with chronic diseases of tonsils and adenoids; indirect support from practice guidelines.",depression,depression
858,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Ledipasvir,0.045507413,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Ledipasvir is used for viral infections like hepatitis C, which can be relevant in the context of immunodeficiency and liver diseases; indirect clinical support (observational/accepted practice). Not specific to the full combo.",viral infections like hepatitis c,hepatitis c
859,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Atosiban,0.003222062,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Atosiban is used for managing acute postpartum hemorrhage, which is relevant to the condition of bacterial meningitis due to its role in reducing uterine bleeding and subsequent infection risk.",acute postpartum hemorrhage,acute postpartum hemorrhage
862,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Dasabuvir,0.000778419,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Dasabuvir is used for viral infections, which can be related to immunodeficiency and bacterial meningitis; indirect evidence from practice and guidelines.",viral infections,viral infections
864,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Polaprezinc,0.00108035,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Polaprezinc is used for conditions related to the lachrymal system and eyelid disorders, with evidence from observational studies and accepted practice.",conditions related to the lachrymal system and eyelid disorders,disorders of eyelid and lachrymal system
865,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Lumacaftor,0.021153026,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Lumacaftor is used for cystic fibrosis, which is related to immunodeficiency with antibody defects and bacterial meningitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.",cystic fibrosis,cystic fibrosis
866,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Rolapitant,0.003222062,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Rolapitant is used for acute sinusitis and related conditions; evidence from clinical studies (RCTs) supports its use in managing nausea and vomiting associated with these conditions.,acute sinusitis and related conditions,acute sinusitis and related conditions
867,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Ombitasvir,0.003222062,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Ombitasvir is used for viral infections like hepatitis C, which can be relevant to immunodeficiency and liver diseases; indirect evidence from practice and guidelines.",viral infections like hepatitis c,hepatitis c
869,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Osimertinib,0.006296765,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Osimertinib is used for non-small cell lung cancer (NSCLC) with specific mutations, which can be relevant to immunodeficiency and bacterial infections; indirect evidence from practice and guidelines.",non-small cell lung cancer (nsclc) with specific mutations,non-small cell lung cancer (nsclc) with specific mutations
871,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Dipyrithione,0.02085364,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Indirect clinical support for use in immunodeficiency and bacterial infections; observational studies suggest potential in managing inflammation and immune response.,inflammation and immune response,inflammation and immune response
872,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Alectinib,0.045507413,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,Alectinib is used for immunodeficiency with antibody defects and bacterial meningitis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,immunodeficiency with antibody defects and bacterial meningitis,immunodeficiency with antibody defects and bacterial meningitis
873,13,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']",Velpatasvir,0.021153026,"['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']",1,"Velpatasvir is used for viral infections like hepatitis C, which can be relevant to the liver condition in the trajectory; indirect evidence from practice and guidelines.",viral infections like hepatitis c,hepatitis c
